init_time,epoch_time,valid_acc,valid_mr,valid_mrr,valid_hits1,valid_hits3,valid_hits5,valid_hits10,valid_hits50,valid_hits100,test_acc,test_mr,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_hits50,test_hits100
9.699,"[211.243, 204.629, 199.129, 200.051, 200.643, 202.011, 202.716, 206.389, 205.342, 213.333, 207.847, 202.325, 205.673, 206.213, 199.417, 198.76, 200.535, 201.284, 204.865, 201.675, 201.864, 202.32, 203.499, 203.231, 203.761, 200.787, 204.109, 202.382, 204.214, 204.611, 204.214, 200.652, 203.325, 204.74, 198.411, 203.414, 204.728, 203.672, 204.016, 201.332, 205.366, 200.94, 203.045, 199.46, 198.898, 200.776, 200.938, 195.32, 191.329, 195.727]","[62.848361, 65.391769, 64.4338, 65.293578, 66.57566, 66.154952, 67.321279, 66.680238, 66.911747, 67.040275, 66.964435, 64.927953, 67.429849, 66.343352, 65.236099, 67.29254, 67.559175, 66.55171, 66.843891, 67.294136, 67.521654, 67.261406, 67.637409, 66.620365, 67.483335, 66.838303, 67.425857, 67.384345, 68.161098, 68.088452, 66.723347, 67.817826, 67.817028, 66.649104, 67.220692, 66.960444, 66.035205, 68.111603, 67.298128, 67.389135, 68.141141, 67.243843, 67.989462, 67.449008, 67.33485, 67.706861, 67.90564, 67.336447, 67.478545, 67.715643]",[],[],[],[],[],[],[],[],"[60.49184, 62.755088, 62.000205, 62.435499, 63.327548, 63.294423, 63.644337, 63.546361, 63.45585, 64.374026, 63.530499, 62.581064, 64.278383, 63.67513, 62.89692, 64.362362, 64.579776, 63.468914, 63.717586, 64.267652, 64.184139, 64.455206, 64.321772, 63.920537, 64.542452, 63.572488, 64.186005, 64.004516, 64.514925, 64.880702, 63.779171, 64.632963, 64.3451, 63.590684, 63.843089, 64.092228, 62.977633, 64.818184, 64.060036, 64.069834, 64.694548, 63.711521, 64.65769, 64.044173, 64.153347, 64.283048, 64.324571, 64.473868, 64.238726, 64.279316]",[],[],[],[],[],[],[],[]
